 United Florist Network ,"  United Florist Network  424 Central Ave., Peekskill, NY 10566 
internet, New York United States of America ",ufn.com, 800-533-1787,"United Florist Network UFN Ripping of florists, Keeping 17% of total order INCLUDING your state tax internet, New York","
										First-time published writers, beware of  Rob A. Wilson, NLP coaching and his cohorts at BeFirst, Inc,. All-tied up productions and The Writer companion publishing.  These people have been Internet, computer and website hacking me in excess of one year.  I was a first-time public writer, though with a teaching background, insurance background, and having been writing poetry and professional correspondence and form letters in all of my career, I was no amateur to be fooled or to be exploited.  
I have contacted Yahoo, as my Yahoo accounts have been compromised with keyloggers on my name as well as on theirs.
I have contacted Facebook, as they literally stole personal information from my Facebook friends and made it into advertising material.
They work with a published author, who is a plagiarist and constantly chops and rehashes and rewrites my articles for profit.
They work with another lady that is a graphic designer and computer savvy, though always liked to insult me on Twitter for no reason.
Tom Ski, aka TOM SKIBOWSKI, arrest records call him Charles C. Skibowski, he has been arrested for you guessed it written art theft and for being a con-artist along with Bruce Mower. Tom has stolen my poetry and passed it onto other companies like Harrison advertising and various other companies.  He works with another lady and they have rehashed and stolen so many articles that I have written on thesop.org  Also, Staugnews.com roadtrekin.com orangechiefs.com and there are so many places that they have posted my personal writing, I can't keep up.  They have received several Cease and Desist orders/via email to no avail.   They copied two underwriting articles and designed the whole Greenregister.com after 3 of my underwriting articles that they never even printed.  
Rob A WIlson, still harasses me on my computer, websites and stalks and steals my written text.  I was supposed to endorse him, but he did not want to pay and then he reprints my endorsements without compensation and he also stalks me constantly.  Rob claims to be an NLP coach, but he does not practice his own logic and I found him to be an insanely jealous man that is constantly copying my work and the work of others and he boasts about copying my work in his daily commentaries that are just undecipherable. I never signed up for his mailing list and he sent me mail everyday for the better part of 2 years.  
I have gone through 4 computers and counting with the expense of paying to reformat and clean and add security to each one. 
Ladies and gentlemen, these folks are the worst people that you could communicate with online.  They actually believed that they could possess me and my writing ability for their own profit.  
Report them, especially be aware of ROB A WILSON as he is a major stalker with his blog talk radio show, cowboy-wisdom, and he stalks ladies for months at a time.  
Report these people as soon as you can to make the world a better place.									",  Computer Marketing Companies ,0
 Yellow US Pages ,"  Yellow US Pages  100 Church St, 8th floor 
New York, New York United States of America ",yellowuspages.com, 866-398-3612,"Yellow US Pages Jennefer Morrow I was told I would be contacted before my free trial ended to cancel service but I was never contacted. Now I have a bill! New York, New York","
										First, I purchassed an order of 1000 guaranteed signups for $899.00 because it was a good deal on November 4, 2011. I have his website saved and can show where their guarantee states that the guaranteed signups were not incentivised to sign up, and that they were real people signing up on their own. When the signups began to sign up for my free program, I noticed that the ones from thewebtrafficwizard were coming in alphabetical order (last name). I immediately emailed scott (owner) to ask him to pause the campaign until I found out why this was happening, because from what it looked like to me was that these were leads bought for a low price and were being stuffed into  my account from a list manually (the alphabetically ordered names is what gives them away.)
It turned out after a day or so, Scott said that it was my system that was placing them in that order (It's still quite clear in my backoffice where you can see the names began coming in alphabetical order) and denied it. I proceeded to ask for a refund, but was denied. I filed a dispute with netspend (my cc) and they investigated it (somehow) and accepted scott's word over mine. He provided NO PROOF that the order was completed, but I have proof for the whole world to see if needed.
I was denied a refund, and was told to take this up with the merchant. I tried everything, from cancelling the dispute (only to re-open it after the order just stopped and was never completed )even though the guaranteed signups were all bogus.) Nothing.
I have all the email correspondences, receipts, a copy of their website at the time of the purchase, receipts, and can also provide access to my backoffice to prove otherwise. Even though the leads were bogus, I only received around 250 out of the 1000. They were supposed to deliver within 1 month or they are guaranteed to give your money back! It's been over 2 months. The system of mine either verifies by mobile number or email. None have responded to my emails, and all the numbers that I call are out of order or wrong. 
As a seasoned network marketer, It is obvious that Scott and his company are purchasing dirt cheap , outdated leads, and stuffing hem into unsuspecting customers' programs and making huge profits at the same time. I would like to provide all the evidence but this form would not support all my details. Please let me know if you need the finer details.									",  Computer Marketing Companies ,0
 Wholesale Internet Solutions ,"  Wholesale Internet Solutions  11000 SW Stratus St 
Beaverton, Oregon United States of America ", , 855-287-2225,"Wholesale Internet Solutions  Totally Deceptive Beaverton, Oregon","
										Flexxbiz pretends helping small business owners and entrepreneurs with Marketing. In fact they promise unlimited help and support by their team of Business Consultants. And for almost $90 a month, we receive an A+ service.
The reality is that, the turn around is very slow, the quality of the work really mediocre and the results hard to quantify.
I have been patient, and because I had to sign a 1 year contract, I have waited to see an improvement in my business. Now I am done with them and cancelled my membership.
The bottom line is that, they have a great concept and a poor execution.
Dev
Dallas, TexasU.S.A.									",  Computer Marketing Companies ,0
 John Doe ,"  John Doe  1234 Test St. 
Internet United States of America ",www.JohnDoeInc.com, 8887775656,John Doe  offered services for online marketing. He charged a hefty fee and did not deliver any of the services promised. Internet,"
										Following instructions I sent the completed rebate form, sales slip and the UPC label to the address. I photo copied all that I sent. The rebate has been refused stating that the UPC was not enclosed.
Marvin
Columbus, OhioU.S.A.									",  Computer Marketing Companies ,0
 SITE SOLUTIONS.COM ,"  SITE SOLUTIONS.COM  5098 Foothills Blvd. # 3136, Roseville, CA 95747 
Roseville, CA, California United States of America ",www.sitesolutions.com/, 877-855-2003,"SITE SOLUTIONS.COM My sales  person was Mike Higgins Ripped me off for  $399, did not SEO work as  promissed Roseville, CA, California","
										For the amount of money charged by this company, it is NOT worth it. I have done a lot of business on the internet and heard about this company through raido advertising. I thought I would check it out and try the free trial. After I got started I found that it is not easy to set up and action tools did not work at all. If you are looking to start an online business, make sure you do your research. ispeedway is not the only dropshipper out there, in fact you can find these same services for a lot less. 
Good luck in your ventures!
Kyle
Huntington Beach, CaliforniaU.S.A.",  Computer Marketing Companies ,0
 Sas digital and Scott Shabot ,"  Sas digital and Scott Shabot  Boca Raton 
Boca Raton, Florida United States of America ",Sasdigital.net, 561-271-9691,"Sas digital and Scott Shabot   Scott shabot / sas digital Bad business reputation , and bad news to all our customers . Boca Raton , Florida","
										For the amount of money charged by this company, it is NOT worth it. I have done a lot of business on the internet and heard about this company through raido advertising. I thought I would check it out and try the free trial. After I got started I found that it is not easy to set up and action tools did not work at all. If you are looking to start an online business, make sure you do your research. ispeedway is not the only dropshipper out there, in fact you can find these same services for a lot less. 
Good luck in your ventures!
Kyle
Huntington Beach, CaliforniaU.S.A.",  Computer Marketing Companies ,0
 Scott Shabot Sas digital ,"  Scott Shabot Sas digital    
Boca Raton, Florida United States of America ",Sasdigital.net, 561-2719691,"Scott Shabot Sas digital  Sas digital  Rip off web promotion company  Boca Raton , Florida","
										For weeks I have been receiving emails from Steve Iser, an internet based company, known as Instant Passive Profits, Commission Cruncer, Social Paradigm Inc and I am sure there are more companies.  He says he will make you a multi-millionaire overnight.  Writing that now, it seems crazy that I would have fallen for this.  I have a master degree, and should never have followed it.  But I did.  I just want to stop you from doing the same thing.  
He kept sending emails every few days.  His pitch says he can give you the secret to millions of dollars.  All he wants is a one time payment of $47.00 Canadian so he can 'pay back' those who helped him.  Once you pay the money which is supposed to be guaranteed for 60 days by clickbank, he immediately asks for another $247.00.  I stopped there.  I contacted Clickbank and paypal to cancel the payment. [continued below]....
									
										.....  Because it is the weekend, I have to wait until Monday to see if I can get the money back.  Initially I said to my husband, I want to try it, what have we to lose?  He replied, ""food"".  You see we are living on our pensions, and don't have even $50.00 extra, but I had to try.  
I was a fool.  Don't you be.  Please, unless you don't need the money, don't do this.  It is a scam and ripoff.  I don't know what happens after you pay the extra $247.00. I expect he will continue to ask for more and more.  And he doesn't tell you what the secret is.  My guess is that the secret is the initial payment, and then almost blackmail asking for more, in order to give you the software.  That is his original request as well.   
This is a scam, maybe even fraud, promising one thing, and never giving it.  I also suspect he has a loophole where he doesn't give the original money back either, even after saying in writing that the money back guarantee is for 60 days.  It was about 2 minutes after paying the $47.00 Canadian, that he asks for more.  Please for your own sake do not do this.  I don't want you scammed, like I have been.  									",  Computer Marketing Companies ,0
 ACN inc. ,"  ACN inc.  1000 progress pl ste 100 
concord, North Carolina United States of America ",acninc.com, 704-260-3226,"ACN inc. ,kyle williams, miss let me to belive i was buying a business, to sighn me on there network and buy there products concord, North Carolina","
										Found a 'google' ad on web saying Make Big Bucks by linking web site ads to google. For $2.97 they'd send a 'kit to get started. Thought I'd check it out to see if I could use it. Got a call from my bank 6am next day, saying I had a potentially fraudulent bank charge on my account. Checked email--had a thank-you note, with password, Buy more offer, etc, but only a $1.97 charge, no nothing else. Bank told me they were pending $75.50. I called the phone #s and got a fancy forever-Hold Musac line with options for changing music genres & styles, but no answer. Finally contacted Tech support option, and woman said Didn't I see it was only free for 2 days? then she transferred me back to forever Hold.Sent 3 angry emails, demanding refund and reversal of charges, but never got an acknowledgement of these. Next day, got charged $75.50, now have to change bank cards, wait for bank to refund, etc.BEWARE!!",  Computer Marketing Companies ,0
 JST MERCHANT SERVICES ,"  JST MERCHANT SERVICES  5727 N 7th Street Ste 401 
Phoenix, Arizona United States of America ",jstmerchantservices.com, 866-706-4763,"JST MERCHANT SERVICES  RIPOFF OF $35,000. YES $35,000.00 !!! Phoenix, Arizona","
										Fred Siller is a fast talking con artist and will talk you out of all the money you have. He acts like he's your best friend until he gets your money. Once he has your money you'll never hear from him. He works with his wife Lorena Ortiz-Siller and his step son Zack Burns who does all the computer scamming.This is Fred and Lorena's facebook: http://www.facebook.com/lori.ortiz.sillerThe UM Group is their scamming company and their face book account is http://www.facebook.com/umgroup they have many emails and phone numbers too many to keep track of. This is the latest email signup.gce@gmail.com his skype address is fred.siller and latest phone number is 561-935-5156Do not trust these people, they will lie and take your money.",  Computer Marketing Companies ,0
 Yelp ,"  Yelp  706 Mission St San Francisco, CA 94103 SAN FRANCIS 
San Francisco, California United States of America ",yelp.com, 877-924-9357,"Yelp  Yelp Sucks the Life out of Small Business  San Francisco, California","
										Free IPod ripoff! This company claims to send you a free IPod if you take a simple survey.
here are their instructions:
Congratulations! To qualify for your FREE* Apple iPod photo 60GB, start by fully completing any 2 of the top offers listed below on this page! 
Once you fully complete the offer eligibility requirements as outlined in the terms and conditions, we will ship the Apple iPod photo 60GB to you for FREE! 
Prior to us shipping the Apple iPod photo 60GB, you will have the opportunity to re-confirm your shipping address. 
Stay away from this site! Here is what they don't tell you! The bottom line is you must buy or try 5-6 so called sponsors products. I contacted AOL and they are not a sponsor as listed on this site! After 3 pages of their crap and you need to try or buy at least 2-3 per page.
They don't send you a confirmation email and this is the only way to ""so call"" check your award status. If you call their phone 512 652-9015 all you get is doubletalk and attitude. I figure I'll never see anything promised!!
PS. make sure to document all trial offers and cancel or this crap may cost you big bucks!
stay away!!!!!
Larry
Dayton, OhioU.S.A.									",  Computer Marketing Companies ,0
 Brandefined ,"  Brandefined    
Internet United States of America ",http://brandefined.com, 9712385856,Brandefined  They repeatedly call and harass to solicit business after I have asked them to cease and reported them. I have no previous experience with this company but I think they found my name on Facebook so th Internet,"
										frist off they send you a email saying free informatiom just $195 shipping handling then tell you they dont ship to down load i did not see any terms they said while you waigh why don;t you sign up for a grant when i went to down load i lost every thing recived no product of any kind. few day latter my anut was cheking her bank stament there was $57.61 from grant icalled them they would only refund $41.some change there was a charge fromMHM*MoneyMastery$59.64 I call and call finnly got threw got go around go to your creid card is what they said they tock the money on the 11th after talking the people i get another charge on the 18th from partners*internetbizop for $29.71 I called them they would only refund $14.71 and said somethig for the other one  MHMMoney mastery they are all three conected to $1.95 ripoff I tried to talk to them I would report them to the  f.b.I  and I.R.S did fase them need to do a audi on these people I told I was disable the did care would not give my money back.they should all so get them for spaming did not ask for there information. they should not be alowed to take addvantage of people!!!",  Computer Marketing Companies ,0
 profit web system ,"  profit web system    
Internet United States of America ",profitwebsystem.com, 877-387-1585,"profit web system  angela bussio  lead me to believe i was looking into a job, but they just wanted me to give them alot of money Internet","
										FX-MAILS, SUNNY-MAils,and Maystromails was a great disappointment to me.When I signed up, I decided to start as a free member just to see how the companies were. Well, when I got to the point where I'd earn enough to cash out (which took several months),it was a different story!
FX-Mails Pay Out to Free Members is $20,000. Well, I've got $20,700.00. I requested payout and email them through their contact email address several times.  Probaly after the third time, they emailed me saying that there are no payouts to free members anymore.Most of their members had upgraded so if I wanted cash, I would have to upgrade my membership. Does that make sense? Fx-mails won't give me the money they owe me in the first place, so I am definitely not going to give them money to get money that is owed to me. They offered me advertisement packages instead. I don't want advertisement packages, I want my money!!!
For Sunny-Mails, automatic cash out is $11,000. I've already made $19,975.00. I've been emailing them like crazy however I've received no response from this company.
As for Maystromails, cashout I believe is $16,000.  I've earn $410,000. I requested payout but again to my disappointment, no one has emailed me back.
I am so glad that I can report these dead beat PTR Programs. At first, I thought that I was in the Twilight Zone until I came across this website with people who have similar complaints as I do. So, I too, decided to voice my complaints. I know there are plenty of you out there that has been duped out of your time, so complain, voice your opinion! Maybe we can get together to file a lawsuit!! Let these PTR companies know that they did us wrong civilly!!
Two months I've been emailing the other 2 companies. Still no response! Two months ago is when I decided not to read anymore mails either. However, I have not cancelled membership yet because I want proof that I've earned those cashout amounts.If I were to cancel my membership, then I would forfeit my money earned. I am not forfeiting anything! I am ready to fight legally. My gloves are on!! Come fight with me if you have been a victim of nonpayment by these PTR programs.
Francesca
Los Angeles, CaliforniaU.S.A.									",  Computer Marketing Companies ,0
 modern distributing systems ,"  modern distributing systems  5482 Wilshire Blvd #1506 
los angeles, California United States of America ", , 888-582-5911,"modern distributing systems MDS toner phoner scam los angeles, California","
										GENE LIES TO CLIENTS ABOUT WHAT HIS COMPANY DOES.HE PREYS ON WOMEN THROUGH INTERNET SIGHTS TO STEAL FROM THEM,AND HIS BUSINESS ETHICS ARE TERRIBLE HE CREATES BAD INTERNET NEWS AND THEN TELL YOU HE WILL FIX IT FOR YOU.WATCH OUT WOMEN!!!HE IS A PREDITOR,HE NEEDS TO BE ON DATELINE UNDER PREDITORS. HE STOLE MONEY FROM MY PURSE WHILE I SLEPT, I'M SO ASHAMED!!!									",  Computer Marketing Companies ,0
 Sterling Valentine ,"  Sterling Valentine  79 Pine Street #276 
New York, New York United States of America ",http://listlaser.com/,  [856] 559-0507,"Sterling Valentine Several company aliases include: List Laser Pro, MarketerLink, ProwerMonth, Solo Ad Report. He promised a marketing course, collected the money through PayPal and then did not provide the product or any explanation. New York New York","
										Gene McCubbins, Pres. of Pop Labs Inc. and his staff neglected to make requested changes and failed to follow up with communications.
When they finally did respond, they would attempt to lie about their actions.
They Breached our contract, boasted about it and then wanted to act like it never happened. 
The became abusive and insulting in an effort to be-little me instead of apologize or offer to make things write.
They then offered to Breach our contract again if we didn't comply with their demands for different payment arrangements than those stated in our contract.  Which constitutes extortion.
I would recommend you check out their previous company (Webxites, LP) with your local BBB and District Attorney's office prior to doing business with them.  Their current company Pop Labs, Inc. will not come up on my states BBB as it is very new and I am the first persistant complaint they have had under this new name.   
Gary
Houston, TexasU.S.A.									",  Computer Marketing Companies ,0
 Super Media ,"  Super Media  2200 W. Airfield Dr. 
DALLAS, Texas United States of America ",www.supermedia.com, 8666648100,"Super Media  Lied about service and stole my money! DALLAS, Texas","
										Gene Savar with Adz 2 Mobilize was contracted to provide internet marketing and advertising for a new product. http://www.ads2mobilize.com/He conned the owner of the company (an 82 year old gentleman) to give him cash instead of a check.  When Gene was contacted to see how the project was going he said, ""I am not going to have anything to do with this!"".  When the owner asked him for his $1,000.00 back he said ""What $1,000?"". Just another example of a con taking advantage of the elderly.  SCUMBAG, I hope you burn in hell!!!									",  Computer Marketing Companies ,0
 Sterling Valentine ,"  Sterling Valentine  548 MARKET ST, Suite 24065, 
SAN FRANCISCO, California United States of America ",listlaser.com, +18565590507,"Sterling Valentine listlaser.com, Turbo Team 90, marketerlink.com Not repling to support tickets. Banning and labeling members spammers for complaining to each other about lack of service.  SAN FRANCISCO, California","
										GettingBookReviews.com Is An Absolute Rip-Off! Stay Away From This Company AT ALL COSTS!!!
Okay, so I am fairly new to the self-publishing business so I can’t claim to be much of an expert on any of the involved aspects. I’m sure I’m not the first self-published author to experience a good deal of disappointment upon discovering how difficlut it is to find any reputable organizations that are willing to even consider reviewing self-published debut authors. I guess it made sense to me after I thought about it, but it was still a disappointing reality.
I’m not into buying good reviews to trick people into buying my book. To me, that just seems backwards because the readers probably won’t enjoy your writing and are then likely to write negative reviews and avoid your titles in the future if only for the fact that you made them feel misled or tricked. This is not good for any of the parties involved.
So after searching high and low for places to get reviews for my self-pubbed title, I stumbled across Kirkus Discoveries for Indie Books. This was exciting to me, since Kirkus has a long company history and is a trusted authority in reviewing books ever since it was founded back in 1933. Like me, you might be wondering what the catch is? Well, it’s not cheap. Their Indie Review program charges a hefty $425 fee for their standard service alone! The standard service only offers a book review of about 200-300 words. 
That’s over four hundred dollars for a couple hundred words from a reviewer! I don’t know about anyone else, but this is a lot of money to me right now. Even if the reviews are outstanding and worth every penny, I just can’t afford to shell out that much money for a review at this time.So, I had to pass for now. Besides, there is always the possibility that a review would be negative or say things that you don’t feel best represent the writing that you put so much work into. 
That would really put you in a bad position —  you’d have essentially wasted hundreds of dollars just so that someone you don’t even know could insult, belittle or devalue your art. That seems really sh*tty to me.
For the time being, I gave up the search. My determination and generally stubborn attitude wouldn’t let me just sit around all day hoping my book would get some good reviews and more people who wanted to read it would end up buying it as a result. That just wasn’t going to happen, it’s unrealistic. Upon searching for book review services (hopefully ones that were a bit less expensive than Kirkus) in Google, I happened to notice an ad in the right sidebar of my search results page. It was for a site called GettingBookReviews.com.
I clicked the link and checked out the site. It seemed to be new from what I could tell, since it looked like it didn’t have tons of developed content available. The copy was written somewhat well and the vision described on the site sounded very similar to the concept behind the Kirkus Discoveries service. Lots of emphasis on how your book would actually be read and then honestly reviewed. This site even claimed that distributing the review to a couple thousand different media organizations was included in the service, similar to press release service packages.
Then, I thought I found what was good news for me (or at least my budget…)  —GettingBookReviews.com was offering this review service at a much more reasonable rate! For only $99, they claim to provide all of the following:
300-word book review on Amazon.com, BN.comReview 
submitted to 1,500 websites
Review submitted to 5,000 media contacts: newspapers, magazines, radio, TV
If repeated, subsequent outreaches will feature themes unique to your book
Sounded great to me! I could afford that, so I spent a few more minutes visiting the rest of the site and reading carefully through ALL the information posted on any of the pages. I then decided to go for it. I ordered the $99 package, then filled out and submitted the requested forms with all the details of my title.
The following text is directly from their website:
“1. Go to the home page and scroll down to the bottom of the page. Click on the Buy Now button of the service you wish to purchase. 
2. Once we receive notification of your purchase, we will respond with a request for you to complete a questionnaire and email us a PDF or Word document of the book.  Pre-final edit versions are acceptable as we are focused on content.  You may also snail mail a copy to:
AFTERWORD MARKETING GROUP
Attn: Todd Rutherford
9731 East 54th Street
Tulsa, OK 741463. 
Once we receive the completed questionnaire and the book, your review/press release will be completed in 7 to 10 days.
4. We will submit the review/press release to you so that you may approve or suggest changes.
5. Once approved, the review/press release will be posted to Amazon.com, BN.com, and scheduled for distribution to up to 1000 websites and 5,000 media contacts.”
Pay special attention to number three, which I have made bold.
The date of my order was January 12th, 2011. After payment was processed, I was redirected to the form, filled it out, and it generated a message upon submission that the details were received successfully. Since nothing happened after that, I decided to email him the next evening and make sure he recieved my order and asked him if I should email the PDF of my book to his email address.
 His response was quick, but he told me to complete the form that I had already filled out. I informed him that I had already done this, and attached the PDF to my response since he had instructed me to do so. After that, he replied with “thanks” and I figured I’d hang tight until he’d had time to read it and write the review.
On the 19th of January, I decided to email him and check in to see what was going on. I had honestly forgotten what the website had specified as the expected delivery time for the package I ordered. So I figured I would just ask him, which is exactly what I did. I was very polite and asked him to excuse my bad memory, since I knew the information had been available on the site. He told me he aimed for between 7-10 work days, just like the site states. Okay, so I thanked him and said I was looking forward to reading it when he was finished.
On the 23rd of January, he emailed me the press release/book review so that I could read over it. I thought it was acceptable and was basically satisfied with it, so I responded the very next day (January 24th) to inform him that I approved of the review and he could carry out the next step of the process as soon as possible. He replied by telling me that he would schedule it for distribution.
By January 29th, I hadn’t heard a word from him since our last emails were exchanged. The press release/book review was nowhere to be found on the web that I could see and I had received zero communication from him about what was going on. I thought this was highly unprofessional on his part, but I like to give people the benefit of the doubt so I simply emailed him and asked him when I should expect the release to go live? His response on that same day was something to the effect of “I should get to it sometime this weekend, I’ll keep you posted.” Okay, so I tried my best to remain patient at this point…
By February 10th,  he hadn’t emailed me once and the review was nowhere to be found, other than my inbox and his outbox. I was outraged at this point. About a week prior to that, I decided to carry out a little experiment, to get an idea of just how angry I should be about his quality of service (or lack thereof, rather).
I found a nifty little site called (((competitor's name redacted))) a while back, where people can post tasks they’re wiling to do for a fixed rat eof $5. My experiences with the site had been awesome, both as a seller and a buyer. I did a quick search on the site for “book review” and tons of results came up, many of them offering to review self-published ebooks on Amazon and so on. I checked a few of them out and went with one that had tons of great feedback and was offering not one but TWO Amazon reviews (each from a separate user account). Couldn’t resist, so I paid the five dollars through Paypal and provided them the details for my book (Amazon product page, ect).
Now, none of what I’m about to say is exaggerated or made up at all. I ordered the two reviews from (((redacted))) on February 1st, 2011. Just a few hours after I ordered it, the seller/user wrote to me to let me know that the first review had been posted and they were waiting to post the second one because Amazon sometimes detects something fishy going on when too many are posted in rapid succession. 
I hadn’t expected anything this fast, so I went on over to my Amazon product page to read the review. It was 100 times better than I had figured it would be. You could tell that the person had really spent a few minutes checking out the information about my book and getting a feel for it before just diving into writing a meaningless review.
I responded with a thank you, and by the time I had finished writing and sending it, I already had a message from them telling me that the second one was now also live. I excitedly revisited the product page to read the second review, only to be pleasantly surprised yet again by the outstanding quality and the obvious few minutes that the person had spent becoming acquainted with my writing. I was at a loss for words.
(Side note: I was fairly certain that it was obvious which of the two reviews on my product page were written by the sellers on (((redacted))), but sometimes they appear out of order, so I requested that he provide me the usernames of the accounts that were used, so I could distinguish them from unsolicited reviews, and he replied by saying he should have thought of doing that to beign with and he promptly provided the info. I was amazed.)
You do realize what this means, right? I just spent a measly $5 for two fantastic reviews on Amazon that were delivered in a matter of about four hours or so. And….over two weeks prior to this, I had paid almost $100 for one review that STILL wasn’t even posted on Amazon or anywhere at all for that matter.This really pissed me off! But since I usually try to avoid conflicts, I kept my mouth shut for several more days as I hoped Mr. Rutherford would manage to complete my order to my satisfaction in the VERY near future, making a conflict unnecessary. However, this did not transpire that way at all.
Finally, on the 10th of February 2011 (almost a full month after my initial order), I emailed him to let him know that I received a far superior service for only five dollars and that I was quite unimpressed and dissatisfied with his level of communication and the quality of his service. I asked him to just cancel the distribution (if it was even scheduled) and requested that he just refund my money and we could be done dealing with each other.
He responded that same day, telling me that he “would not refund my money,” and informed me that my review had now been posted to Amazon. He offered NO explanation WHATSOEVER as to why it hadn’t been posted on there before I wrote this complaint. I was in disbelief that it seemed to require me initiating a conflict in order to motivate him to hold up his end of the bargain (though posting it to Amazon was hardly enough to do this, especially at this point).
Incredibly angry and feeling cheated out of my money, I responded to him by assuring him that refusing to refund my money after failing to deliver the promised services was just fine with me. I told him that I intended to tweet to my 7,000+ followers on Twitter that his service was dishonest and out to scam their customers. He gave me some lame response about how he would distribute the release, as stated in the package…blah, blah, blah.
I think this clearly illustrates one thing about Todd Rutherford and his website,GettingBookReviews.com:They are a pathetic excuse of a business service with no ethics whatsoever, and even moreso than that, they are a waste of your hard earned money. They have no respect for their customers and they don’t lose any sleep at night over ripping people off and failing to deliver the services they promise to their customers.
The moral of this story is obvious: avoid using this website AT ALL COSTS!!! I don’t think of myself as stupid or gullible, but I suppose we all end up here a few times in our lives, no matter how smart we are. I just wanted to share my experience with others because I think it’s outrageous that they can just do this and get away with it, while disrespecting their customers and showing no shame at all. 
Todd Rutherford is a SCAMMER!!!! sorry, …allowing you to give a competitors name would instigate others to just file against their competition, to only come back later to suggest their company, ..plus, if you post a competitors name more than likely they will show up on search engines as a Rip-off! - - your comments on this policy are welcome. CLICK here to see why Rip-off Report, as a matter of policy, deleted either a phone number, link or e-mail address from this Report. In this case we removed an alleged competitor’s name  ",  Computer Marketing Companies ,0
 oneworldbiz ,"  oneworldbiz  16 Darebin Street Mile End Adelaide South AUSTRALI 
Adelaide, Select State/Province United States of America ",www.thegoldenpath.biz, 0873296467,"oneworldbiz The Golden Path they promised to multiply our investments,  business company opportunity, start up multilevel marketing  Adelaide, Other","
										Global Web Solutions in Arizona, talked my 96 year old grandmother into buying into a website. They charged $9000 to her credit card in one day. She does not have a computer nor has she ever had one. She has never used a computer. She is having to pay a large payment every month on a very low fixed income. She will not live long enough to pay off the credit card, because she is barely able to pay enough to pay the interest. This company should be shut down for scamming the elderly. ",  Computer Marketing Companies ,0
 A1 Marketing Unlimited inc ,"  A1 Marketing Unlimited inc  77 court street, suite 1008 
Laconia, New Hampshire United States of America ",www.a1marketingunlimited.com, 8662556313,A1 Marketing Unlimited inc   Bad marketing Companie  Laconia New Hampshire,"
										Got a call from Jayme at Consumer Base offering their email marketing services to drive some business. We purchased 10,000 email addresses which they said they would send for us.I didn't read the complaints online about Consumer Base until after the contract had been signed (Sigh). The campaign was a total bust. Results showed 113 ""Estimated Opens"", out of 10,908 emails deployed. Out of the 113 opens, 27 actually clicked and went to our web site. That's 27 out of 10, 908, a whopping .24%. We are running a hunting apparel sale and have had really good responses from our other mailings. I assigned a different coupon code to this promotion so I would be able to track sales. To date, Consumer Base has generated ZERO sales. What a TOTAL waste of money. Looks like the other complaints are justified. I complained and received this response. I have to laugh at the part that says, ""We are unable to guarantee the conversion rate"". Seems like 0% is common with them...What we are trying to do with email based marketing is to drive the traffic to your site hoping to help the increase of your ROI. However, just as it is the case with every and any advertisement technique we are not able to guarantee the conversion rate, in other words, we can bring a visitor to your site but we cannot make him/her purchase your products or services. One should be aware that there are many factors that will influence a conversion rate, such as the content of the webpage that the email deployment recipient has been sent to, an incentive offered for anybody who makes a purchase or leaves his/her information, the overall content and the setup on the website (if it is an easy site to navigate through, get all the info etc). ",  Computer Marketing Companies ,0
 Superpagesvip ,"  Superpagesvip  P.O. Box : 22-8643 
Miami, Florida United States of America ",pronlinepages.com, 17873957282,"Superpagesvip yellow pages, pronlinepages.com Be carfull with this people , protect your self... Miami Florida","
										Got email from PCH telling me that I needed to respond as a winner would be announced August 31, 2005 definitely.  Again, it states on there that no purchase is necessary.  Click on to complete your entry and it takes to a ""corporate letter"" from Ellen Linmar stating that they have no record of me ordering from them online.  
I do not have to order, but here's my chance if I wanted to.  I click to continue my registration (as their usual sites do) and it takes me to an order screen for magazines.  At the bottom of this screen it still tells you no purchase necessary and has a submit button.
Click the button and it tells me that I have not placed an order.  In order to get past the dang thing you have to place an order. WHAT HAPPENED TO THE NO PURCHASE NECESSARY?  Any way on the order page it also says that if I fail to respond to this bulletin then I forfeit all prizes that may have been awarded to me.
Called the PCH at 1-800-645-9242.  Gal there said that all their stuff is no purchase necessary.  She referred me to 1-800-476-4724 stating that since it is an online thing, that is a completely different division.
Called the second number only to reach a closed office!, hmm? RIPOFF!!!!
Kelly
McPherson, KansasU.S.A.									",  Computer Marketing Companies ,0
 M.O.R.E. INCOPERATED ,"  M.O.R.E. INCOPERATED  305 E MAIN ST ,GOESSEL KS 67053 
Internet United States of America ",www.moreincoperated.net, 6203672600,"M.O.R.E. INCOPERATED T J ROHLEDER cellphone revolution , Internet","
										Got involved with this company through a online endeavor.  For over two years have had to pay $39.95 per month.  What is bad about this is that I have not received any type of service from them or have I used any tools for them.  Try talking with them and the only words they know is that the contract cannot be cancelled.  What a joke, although a expensive one.
Larry
Dallas, OregonU.S.A.									",  Computer Marketing Companies ,0
